six fx,six fy,six fz,six tx,six ty,six tz,dual fx,dual fy,dual fz,dual tx,dual ty,dual tz,,
0.184100002,-0.086400002,1.075099945,-0.0027,0.1215,0.0187,-0.359299988,0.197699994,-2.688899994,-0.195999995,-0.562099993,0.0147,,0.0147
-0.403699994,-0.577600002,0.988900006,0.478399992,-0.739600003,-0.0022,-0.153799996,0.724600017,-2.673500061,-1.391100049,-0.290300012,0.0722,,0.0722
-0.555299997,-0.386099994,-1.211400032,1.217000008,-1.541100025,-0.071000002,-0.078000002,0.545300007,-0.159299999,-1.263499975,-0.134200007,0.0447,,0.0447
-0.474400014,-0.563799977,-2.475500107,0.954200029,-1.47360003,-0.0068,-0.0035,0.673300028,-0.520099998,-1.561200023,-0.099100001,0.066200003,,0.066200003
-0.534099996,-0.751699984,-2.218400002,1.182800055,-1.301699996,-0.076399997,0.088,0.568599999,-0.175799996,-0.952799976,-0.0152,0.030400001,,0.030400001
-0.093699999,-0.538299978,0.040100001,1.116799951,-0.522400022,-0.027100001,-0.031599998,0.554799974,-2.532099962,-0.92049998,-0.254200011,0.081100002,,0.081100002
-0.160600007,-0.432099998,-3.072599888,1.00030005,-0.761699975,-0.272100002,-0.321799994,0.1514,-1.212599993,-0.184900001,-1.0352,0.475300014,,0.475300014
-0.036200002,-0.087300003,0.61559999,-0.368800014,-0.087899998,0.0352,-0.0109,-0.0149,-0.0052,0.0196,-0.034299999,0.021199999,,0.021199999
0.028000001,0.0392,-0.503300011,-0.482499987,-0.212400004,0.0266,0.117299996,0.099399999,-0.0261,-0.0348,0.017200001,0.0154,,0.0154
-0.0416,-0.066500001,-0.83890003,-0.431400001,-0.289099991,0.020099999,-0.0491,-0.41870001,0.649500012,1.764299989,-0.613799989,-0.0447,,0.0447
-0.109700002,-0.162400007,-0.897000015,-0.051100001,-0.3134,0.032900002,-0.166999996,-0.936699986,0.184300005,1.747200012,-0.531199992,-0.054499999,,0.054499999
-0.0506,-0.2104,0.179499999,0.289400011,-0.082599998,0.0539,0.126800001,0.184599996,-2.554699898,-0.106700003,0.621699989,0.0029,,0.0029
-0.0491,-0.177000001,-0.933000028,0.145799994,-0.191499993,0.122599997,0.054299999,0.354200006,-2.235399961,-0.737200022,0.277500004,0.040800001,,0.040800001
0.151899993,-0.226099998,0.640900016,0.422600001,0.0526,0.0526,-0.1043,-0.364499986,0.262600005,1.095499992,-0.433600008,-0.057700001,,0.057700001
0.181600004,-0.373800009,-4.104800224,0.458000004,-0.128900006,0.156499997,-0.038899999,-0.477499992,-0.038800001,1.177099943,-0.389499992,-0.059300002,,0.059300002
0.562900007,-0.266400009,-1.917600036,0.160699993,1.20570004,0.232099995,-0.112300001,-0.328399986,-0.034299999,1.394199967,-0.655700028,-0.105599999,,0.105599999
0.605499983,0.278600007,-3.489900112,-0.613600016,0.941600025,1.234899998,-0.186399996,-0.250099987,0.033599999,0.7755,-0.579400003,-0.042599998,,0.042599998
0.488700002,0.0156,-0.971300006,-0.111900002,0.990800023,0.155399993,-0.066200003,-0.395500004,-0.076099999,0.764999986,-0.502900004,-0.036499999,,0.036499999
0.379599988,-0.29370001,1.293200016,0.385899991,1.223500013,0.053300001,-0.043099999,0.317699999,-5.799200058,-0.632799983,0.455199987,0.0277,,0.0277
-0.198899999,-0.0152,0.718800008,-0.089500003,-0.170000002,0.023399999,-0.452100009,0.430599988,-4.021999836,-0.301200002,-0.643999994,-0.0076,,0.0076
-0.750500023,0.170100003,0.300199986,-0.935699999,-2.337199926,0.060800001,-0.579599977,0.120899998,-4.539999962,-0.072499998,-0.76880002,-0.0014,,0.0014
-1.081699967,0.204600006,-3.269099951,-1.333299994,-2.897099972,0.169400007,0.217800006,1.178500056,-0.120300002,-2.638799906,0.203099996,0.115000002,,0.115000002
-0.576200008,-0.174099997,-3.641400099,-0.531599998,-1.579399943,0.0381,0.034899998,1.085899949,-0.33039999,-2.717000008,-0.0128,0.125400007,,0.125400007
-0.2148,-0.294099987,-1.362400055,0.399599999,-0.540799975,0.104900002,-0.0014,1.18690002,-0.0403,-2.721899986,0.157299995,0.07,,0.07
0.078299999,-0.198500007,0.549399972,0.423900008,0.0065,0.066,0.181099996,1.444499969,-0.108099997,-3.128599882,0.136399999,0.134000003,,0.134000003
-0.0195,-0.343400002,-1.143599987,0.56400001,-0.105700001,0.207000002,0.197500005,1.49000001,0.159299999,-3.244199991,0.087399997,0.156399995,,0.156399995
0.208199993,0.050700001,-2.277100086,-0.34709999,-0.105800003,0.078599997,-0.314900011,1.750499964,-0.067299999,-3.602499962,-0.397100002,0.155000001,,0.155000001
0.520900011,-0.234999999,0.824800014,0.266900003,1.489400029,0.059099998,-0.022299999,0.225799993,-0.041999999,-0.222200006,-0.0328,0.0107,,0.0107
-0.195800006,0.342299998,-2.927999973,-0.779299974,-0.127499998,0.041200001,0.0634,0.326200008,-0.857900023,-0.530399978,-0.0187,-0.0112,,0.0112
-0.0986,0.115699999,-1.79279995,-0.355599999,-0.261299998,0.037300002,0.096000001,0.089599997,-1.604599953,-0.214300007,0.0363,0.026900001,,0.026900001
-0.386900008,0.071699999,0.351999998,-0.357800007,-0.834500015,0.0072,0.0007,0.493000001,-0.819000006,-0.906000018,-0.0024,0.063000001,,0.063000001
-0.547900021,0.427700013,-0.484699994,-0.909399986,-1.399999976,0.0197,0.048799999,0.686999977,-1.315500021,-1.491099954,0.168500006,0.060199998,,0.060199998
-0.448399991,0.058600001,-0.216700003,-0.75880003,-0.964600027,0.082800001,0.108199999,0.400700003,-0.559000015,-0.679099977,0.171000004,0.037799999,,0.037799999
-0.382800013,-0.0062,-3.367399931,-0.737999976,-1.163900018,0.241699994,0.106299996,0.221499994,0.055199999,-0.257499993,0.045400001,0.0044,,0.0044
-0.121100001,-0.047899999,-0.609399974,-0.2104,-0.310099989,0.263999999,0.291000009,0.354799986,0.091700003,-0.262899995,0.327600002,0.016100001,,0.016100001
-0.092100002,0.072499998,-3.896199942,-0.3671,-0.354099989,0.427700013,0.064300001,0.0436,-0.109399997,-0.137600005,0.132599995,0.0098,,0.0098
0.311100006,-0.028200001,-3.578900099,0.286900014,0.322299987,0.124899998,0.034600001,0.25819999,-2.207499981,-1.17990005,-0.362699986,0.063500002,,0.063500002
-0.050000001,0.154899999,1.035599947,-0.178100005,-0.087700002,0.020400001,-0.175300002,0.023499999,-0.466600001,-0.133900002,-0.605199993,0.149000004,,0.149000004
-0.254900008,-0.342599988,0.581700027,0.0255,-0.631099999,0.0425,-0.090599999,-0.0025,-0.505100012,0.172900006,-0.455799997,0.211500004,,0.211500004
-0.200800002,-0.2236,1.046200037,0.141399994,-0.260699987,0.031800002,-0.048300002,-0.0933,-0.202800006,-0.029999999,-0.057700001,0.0046,,0.0046
-0.230900005,-0.230299994,0.790799975,0.035399999,-0.4745,0.0111,-0.0195,-0.082099997,0.297800004,0.342700005,-0.017100001,-0.0013,,0.0013
-0.109499998,0.037999999,1.002900004,0.0114,-0.633899987,0.050299998,-0.219899997,-1.051699996,-0.907599986,1.419700027,-0.250699997,-0.029999999,,0.029999999
-0.415100008,-0.168300003,1.039800048,0.089699998,-0.588400006,0.0132,-0.156200007,-1,0.0207,2.248500109,-0.298099995,-0.183300003,,0.183300003
-0.342799991,-0.260800004,1.162500024,0.079800002,-0.555499971,0.0137,0.035999998,-0.1303,-1.052099943,0.216999993,0.135600001,1.00E-04,,1.00E-04
0.140699998,0.051100001,1.063799977,-0.054099999,-0.166099995,0.0436,-0.1426,0.088200003,-2.764899969,0.342400014,-0.105899997,-0.0138,,0.0138
-0.406800002,-0.495999992,0.165600002,0.236900002,-1.156800032,0.0328,-0.071199998,-0.232600003,-3.886800051,0.836099982,0.106899999,-0.037300002,,0.037300002
-0.756399989,0.217999995,0.250499994,-0.420100003,-2.064800024,0.0471,-0.104999997,0.934000015,-0.231000006,-2.288700104,-0.346300006,0.1021,,0.1021
-0.652899981,0.0107,-6.869100094,-0.631399989,-1.944499969,0.0517,-0.149900004,0.870999992,-0.598100007,-2.668200016,-0.396400005,0.1338,,0.1338
-0.140400007,-0.042599998,-3.550699949,-0.044,-0.643599987,0.0045,-0.225899994,1.164600015,-1.763399959,-2.657900095,-0.610499978,0.115699999,,0.115699999
0.078500003,-0.229200006,-5.805600166,-0.374599993,0.195999995,-0.0041,-0.089199997,0.916100025,-0.372000009,-2.262500048,-0.260500014,0.105999999,,0.105999999
0.0093,-0.4648,-1.258900046,1.074499965,-0.0104,0.139200002,0.0089,1.157299995,-0.054699998,-2.190500021,-0.254000008,0.0955,,0.0955
0.0253,-0.241699994,-0.439200014,0.627600014,-0.232999995,0.0254,0.253800005,0.935800016,-1.722100019,-2.488100052,0.077,0.158099994,,0.158099994
0.061500002,-0.229399994,-1.478800058,0.565100014,-0.37560001,0.0112,-0.0053,0.816900015,-0.181600004,-1.942800045,0.395200014,0.067599997,,0.067599997
0.754700005,-0.243100002,0.497500002,0.420300007,1.978800058,0.0691,0.240099996,1.020900011,-1.179499984,-2.415299892,0.032499999,0.168899998,,0.168899998
-1.150699973,0.32980001,-1.308599949,-1.228500009,-2.89350009,-0.115099996,-0.055599999,1.006999969,-0.384900004,-2.318300009,-0.0053,0.108900003,,0.108900003
-0.659600019,-0.026000001,-2.137799978,-0.317699999,-1.974099994,-0.023499999,0.160300002,0.949599981,-1.234099984,-2.34559989,0.169699997,0.176400006,,0.176400006
-0.289000005,-0.168899998,-2.317500114,0.0757,-1.133700013,0.0005,0.161699995,1.02579999,-0.219099998,-2.316699982,0.122199997,0.110699996,,0.110699996
-0.311399996,-0.531899989,-1.626299977,0.661499977,-0.835200012,-0.031199999,0.111500002,0.832899988,-0.82249999,-2.25180006,0.379900008,0.136299998,,0.136299998
0.0101,-0.617699981,-0.217600003,1.021100044,-0.0616,-0.0218,0.199699998,0.994400024,-0.184799999,-2.377099991,0.438199997,0.090599999,,0.090599999
0.052000001,-0.693000019,-2.036499977,1.086300015,-0.115500003,-0.084700003,0.219600007,1.027400017,-0.816699982,-2.174099922,0.510100007,0.120800003,,0.120800003
0.421200007,-0.568400025,-2.648699999,1.118399978,0.836899996,-0.441399992,0.166899994,0.975000024,-0.224299997,-2.256099939,0.243300006,0.090800002,,0.090800002
0.297800004,-0.410600007,0.559400022,0.610800028,0.773100019,-0.0029,0.237399995,1.021000028,-0.301699996,-2.267999887,0.397199988,0.089900002,,0.089900002
0.561500013,-0.299400002,0.190799996,0.428600013,1.007799983,0.0036,0.2412,0.97390002,-0.057500001,-2.253000021,0.460099995,0.1061,,0.1061
0.479600012,-0.200100005,-0.150199994,0.190300003,1.145900011,-0.265100002,0.243699998,1.041900039,-0.153699994,-2.231800079,0.428900003,0.108000003,,0.108000003
,,,,,,0.117299996,0.832899988,-0.012,-2.164999962,0.376100004,0.093500003,,0.093500003
,,,,,,0.359699994,1.14470005,-0.1998,-2.169699907,0.4648,0.111400001,,0.111400001
,,,,,,0.376899987,1.24849999,0.129700005,-2.17689991,0.2588,0.1118,,0.1118
,,,,,,0.203600004,0.908699989,-0.073700003,-2.14109993,0.398699999,0.088699996,,0.088699996
,,,,,,0.239800006,0.801900029,-0.236900002,-2.2421,0.258899987,0.119000003,,0.119000003
,,,,,,0.0298,0.790499985,-0.447400004,-2.213900089,0.450100005,0.072099999,,0.072099999
,,,,,,-0.077799998,0.952600002,-0.0266,-2.250299931,-0.081100002,0.087499999,,0.087499999
,,,,,,-0.146899998,0.965399981,-1.661999941,-2.388600111,-0.662599981,0.164299995,,0.164299995
,,,,,,-0.146200001,1.011500001,-0.300199986,-2.238300085,-0.268599987,0.119800001,,0.119800001
,,,,,,0.148399994,1.003900051,-1.64199996,-2.32159996,-0.224399999,0.109999999,,0.109999999
,,,,,,-0.0242,0.978200018,-0.239299998,-2.538300037,0.120099999,0.089199997,,0.089199997
,,,,,,-0.264200002,0.809800029,-0.577400029,-2.192699909,-0.374799997,0.0942,,0.0942
,,,,,,0.046799999,1.00880003,-1.966400027,-2.098700047,-0.358799994,0.116400003,,0.116400003
,,,,,,0.207800001,1.2421,-1.475399971,-2.483599901,-0.0217,0.161699995,,0.161699995
,,,,,,-0.036699999,1.284399986,-0.0038,-2.38380003,-0.043299999,0.050799999,,0.050799999
,,,,,,-0.249699995,0.9551,-1.408699989,-2.644900084,-0.563600004,0.109700002,,0.109700002
,,,,,,-0.300599992,1.001600027,-0.414099991,-2.316299915,-0.503400028,0.113200001,,0.113200001
,,,,,,0.184599996,1.385200024,-0.610300004,-2.40019989,-0.0801,0.1237,,0.1237
,,,,,,-0.32190001,0.813199997,-3.973400116,-2.240999937,-1.207100034,0.151600003,,0.151600003
,,,,,,0.2579,1.282999992,-0.254099995,-2.063800097,-0.018999999,0.107699998,,0.107699998
,,,,,,0.318800002,1.206599951,-0.661899984,-1.943400025,-0.147100002,0.148900002,,0.148900002
,,,,,,-0.074100003,0.954999983,-0.162300006,-1.821799994,-0.139400005,0.022700001,,0.022700001
,,,,,,0.340000004,1.103500009,-0.64349997,-1.970100045,0.0089,0.083800003,,0.083800003
,,,,,,0.184300005,0.930999994,-1.824399948,-1.934900045,-0.231099993,0.079300001,,0.079300001
,,,,,,0.0414,1.240499973,-1.119099975,-2.603399992,-0.211300001,0.0374,,0.0374
,,,,,,0.111699998,1.011999965,-0.83890003,-2.056900024,-0.291099995,0.101499997,,0.101499997
,,,,,,0.0955,0.795799971,-2.753700018,-1.804999948,-0.090000004,0.151199996,,0.151199996
,,,,,,0.202999994,1.156900048,-1.486099958,-2.453399897,-0.178900003,0.129099995,,0.129099995
,,,,,,-0.271400005,0.781599998,-3.618200064,-2.37590003,-0.854499996,0.168799996,,0.168799996
,,,,,,0.2421,0.1193,-0.095100001,-0.076399997,0.154100001,1.00E-04,,1.00E-04
,,,,,,-0.062199999,0.336499989,-1.905599952,-0.543900013,-0.169499993,0.018999999,,0.018999999
,,,,,,-0.029999999,-0.372000009,0.429399997,1.042999983,-0.356099993,-0.0744,,0.0744
,,,,,,-0.024800001,-0.319700003,-0.035,1.083500028,-0.356700003,-0.0495,,0.0495
,,,,,,-0.204799995,-0.71450001,-0.021400001,1.233700037,-0.508099973,-0.0177,,0.0177
,,,,,,-0.108000003,-0.628000021,-0.463499993,1.682700038,-0.50910002,-0.151600003,,0.151600003
,,,,,,0.037099998,0.134000003,-2.014800072,0.081500001,0.358500004,0.0008,,0.0008
,,,,,,-0.092299998,0.300900012,-2.625699997,-0.653100014,0.137099996,0.0243,,0.0243
,,,,,,-0.007,0.279500008,-2.978199959,-0.911199987,0.269199997,0.0392,,0.0392
,,,,,,0.064199999,0.065700002,0.086199999,-0.0605,0.039299998,-0.0165,,0.0165
,,,,,,0.133000001,0.159700006,-0.284500003,-0.320499986,0.098099999,0.001,,0.001
,,,,,,0.037500001,0.066100001,-0.380400002,-0.187299997,-0.079700001,-0.0069,,0.0069
,,,,,,0.0125,0.655499995,0.316700011,-0.278699994,-0.149800003,0.0038,,0.0038
,,,,,,-0.064300001,0.524500012,-2.108500004,-0.472900003,0.091399997,0.0239,,0.0239
,,,,,,-0.27700001,-0.259200007,-4.79640007,0.752799988,0.085100003,-0.041499998,,0.041499998
,,,,,,-0.219899997,-0.168599993,-6.023900032,0.576399982,0.049400002,-0.016100001,,0.016100001
,,,,,,-0.0152,0.916499972,-0.138300002,-2.259599924,-0.092699997,0.098300003,,0.098300003
,,,,,,-0.052499998,0.906799972,-0.457399994,-2.373800039,-0.228400007,0.121100001,,0.121100001
,,,,,,-0.152199998,1.010499954,-2.63409996,-2.876300097,-0.474400014,0.149000004,,0.149000004
,,,,,,0.140400007,1.106099963,-1.099400043,-2.00909996,0.130199999,0.116400003,,0.116400003
,,,,,,0.325500011,1.183599949,0.127399996,-2.064100027,0.332899988,0.088100001,,0.088100001
,,,,,,0.286000013,1.154000044,-0.152799994,-2.582099915,0.155900002,0.129700005,,0.129700005
,,,,,,0.0198,1.022099972,-0.046300001,-2.480900049,0.068899997,0.101099998,,0.101099998
,,,,,,0.0526,1.012300014,-0.189300001,-2.303900003,0.089599997,0.100699998,,0.100699998
,,,,,,-0.118600003,0.764900029,-0.060400002,-2.1802001,-0.114600003,0.096799999,,0.096799999
,,,,,,0.220500007,1.000200033,-0.127299994,-2.234699965,0.196400002,0.106799997,,0.106799997
,,,,,,0.153899997,0.910899997,-0.139300004,-2.189599991,0.220200002,0.122000001,,0.122000001
,,,,,,0.125200003,0.952499986,-0.123099998,-2.200000048,0.230199993,0.102200001,,0.102200001
,,,,,,0.27700001,1.118999958,-0.1219,-2.298899889,0.388900012,0.087899998,,0.087899998
,,,,,,0.0088,0.888400018,-0.25150001,-2.042099953,-0.098800004,0.092500001,,0.092500001
,,,,,,0.189799994,1.006700039,-0.1153,-2.18930006,0.098499998,0.084299996,,0.084299996
,,,,,,0.033100002,0.779500008,-0.443199992,-2.261499882,0.130400002,0.0973,,0.0973
,,,,,,-0.046,0.82130003,-0.340999991,-2.217200041,0.200900003,0.111100003,,0.111100003
,,,,,,-0.160099998,1.046499968,-0.123800002,-2.397599936,-0.175300002,0.094599999,,0.094599999
,,,,,,0.369399995,1.026900053,-1.967499971,-2.707099915,-0.283300012,0.207900003,,0.207900003
,,,,,,0.245900005,0.80400002,-0.146300003,-1.546200037,0.442000002,0.097599998,,0.097599998
,,,,,,-0.1074,0.689999998,-1.221300006,-2.030600071,-0.351399988,0.0592,,0.0592
,,,,,,0.528999984,1.051900029,-0.599099994,-2.288599968,0.176899999,0.170900002,,0.170900002
,,,,,,-0.081900001,0.479999989,0.096299998,-1.464300036,0.107500002,0.067000002,,0.067000002
,,,,,,-0.153799996,0.878600001,-2.485500097,-1.267099977,-0.686100006,0.0145,,0.0145
,,,,,,-0.219999999,0.746399999,-5.726500034,-1.973199964,-0.966600001,0.104800001,,0.104800001
,,,,,,-0.0317,0.315200001,-2.084899902,-0.73150003,-0.483399987,0.0129,,0.0129
,,,,,,0.133599997,0.091700003,0.149900004,-0.125300005,0.042599998,0.0061,,0.0061
,,,,,,0.0139,-0.026699999,-0.0263,0.093900003,0.0766,0.0097,,0.0097
,,,,,,0.148000002,-0.0766,-0.371600002,-0.071500003,0.1043,0.0094,,0.0094
,,,,,,0.0071,0.120999999,-1.187899947,-0.208399996,0.128099993,0.035700001,,0.035700001
,,,,,,0.0352,0.037500001,0.0255,-0.086099997,0.0123,0.0167,,0.0167
,,,,,,-0.136700004,0.187800005,-3.115099907,-0.344099998,-0.116899997,0.0383,,0.0383
,,,,,,0.0385,0.846499979,-0.668600023,-1.950899959,0.032900002,0.105400003,,0.105400003
,,,,,,0.217199996,0.713999987,-0.432799995,-1.844799995,0.131699994,0.082599998,,0.082599998
,,,,,,0.063600004,0.134200007,-0.210999995,-0.3125,0.061500002,0.034200002,,0.034200002
,,,,,,0.124700002,0.277200013,-0.486900002,-0.31220001,0.0383,0.045499999,,0.045499999
,,,,,,0.051100001,-0.409200013,-0.062100001,0.411300004,0.099600002,-0.0041,,0.0041
,,,,,,0.0177,0.294400007,-1.069000006,-0.387300014,-0.030400001,0.0199,,0.0199
,,,,,,0.063500002,0.316500008,-1.684900045,-0.507499993,0.170399994,0.025699999,,0.025699999
,,,,,,-0.152400002,-0.214900002,-0.37560001,0.415199995,-0.369100004,-0.038699999,,0.038699999
,,,,,,-0.115099996,-0.317200005,-0.127700001,0.553200006,-0.304500014,-0.016899999,,0.016899999
,,,,,,-0.150800005,-0.247600004,-0.240899995,0.60769999,-0.558300018,-0.0042,,0.0042
,,,,,,0.2095,0.072800003,-0.360100001,0.039999999,0.147200003,0.0095,,0.0095
,,,,,,-0.1919,-0.347000003,0.066600002,0.690500021,-0.562900007,-0.041999999,,0.041999999
,,,,,,-0.271400005,-0.427700013,0.019099999,1.129299998,-0.771300018,-0.048999999,,0.048999999
,,,,,,-0.124399997,-0.171399996,0.185499996,0.323300004,-0.217800006,-0.0135,,0.0135
,,,,,,-0.165800005,-0.1505,-1.825299978,0.207900003,-0.670000017,-0.0524,,0.0524
,,,,,,-0.150900006,0.096299998,-0.845799983,-0.181299999,-0.672800004,-0.127200007,,0.127200007
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,0.079983291
